Order Number,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Exchange Rate
1477011,2019-01-16,,1368371,61,2043,5,USD,1.0
1477012,2019-01-16,,1004286,39,2008,4,GBP,0.7779
1477012,2019-01-16,,1004286,39,1671,4,GBP,0.7779
1477013,2019-01-16,,1010245,36,900,2,GBP,0.7779
1477013,2019-01-16,,1010245,36,1277,6,GBP,0.7779
1477013,2019-01-16,,1010245,36,449,7,GBP,0.7779
1477013,2019-01-16,,1010245,36,625,5,GBP,0.7779
1477014,2019-01-16,,692328,16,1444,9,EUR,0.878
1477014,2019-01-16,,692328,16,2025,6,EUR,0.878
1477014,2019-01-16,,692328,16,1010,2,EUR,0.878
1477014,2019-01-16,,692328,16,2501,1,EUR,0.878
1477014,2019-01-16,,692328,16,1792,1,EUR,0.878
1477015,2019-01-16,,1781033,64,106,6,USD,1.0
1477015,2019-01-16,,1781033,64,1426,5,USD,1.0
1477015,2019-01-16,,1781033,64,96,4,USD,1.0
1477016,2019-01-16,2019-01-20,680268,0,458,2,EUR,0.878
1477016,2019-01-16,2019-01-20,680268,0,1641,4,EUR,0.878
1477017,2019-01-16,,1208968,64,35,1,USD,1.0
1477017,2019-01-16,,1208968,64,1068,3,USD,1.0
1477017,2019-01-16,,1208968,64,1423,2,USD,1.0
1477018,2019-01-16,,830366,31,1125,6,EUR,0.878
1477018,2019-01-16,,830366,31,712,1,EUR,0.878
1477018,2019-01-16,,830366,31,1627,2,EUR,0.878
1477018,2019-01-16,,830366,31,701,1,EUR,0.878
1477019,2019-01-16,2019-01-22,324163,0,1486,2,CAD,1.3259
1477019,2019-01-16,2019-01-22,324163,0,568,2,CAD,1.3259
1477019,2019-01-16,2019-01-22,324163,0,1684,1,CAD,1.3259
1477020,2019-01-16,,60411,6,2045,2,AUD,1.3938
1477021,2019-01-16,,1941219,48,1595,2,USD,1.0
1477021,2019-01-16,,1941219,48,1324,2,USD,1.0
1477021,2019-01-16,,1941219,48,403,2,USD,1.0
1477021,2019-01-16,,1941219,48,2029,2,USD,1.0
1477022,2019-01-16,,1251726,65,2015,3,USD,1.0
1477022,2019-01-16,,1251726,65,1681,6,USD,1.0
1477022,2019-01-16,,1251726,65,49,3,USD,1.0
1477022,2019-01-16,,1251726,65,1739,7,USD,1.0
1477023,2019-01-16,,1728581,50,1658,7,USD,1.0
1477023,2019-01-16,,1728581,50,1577,4,USD,1.0
1477024,2019-01-16,,1426096,63,1585,1,USD,1.0
1477024,2019-01-16,,1426096,63,2496,1,USD,1.0
1477025,2019-01-16,,1996797,45,454,2,USD,1.0
1477027,2019-01-16,,1981433,44,1785,1,USD,1.0
1477027,2019-01-16,,1981433,44,1704,7,USD,1.0
1477027,2019-01-16,,1981433,44,435,3,USD,1.0
1477027,2019-01-16,,1981433,44,1410,9,USD,1.0
1477028,2019-01-16,,2059385,49,1346,1,USD,1.0
1477030,2019-01-16,2019-01-20,1959480,0,2105,2,USD,1.0
1477030,2019-01-16,2019-01-20,1959480,0,1696,1,USD,1.0
1477030,2019-01-16,2019-01-20,1959480,0,1734,1,USD,1.0
1477031,2019-01-16,2019-01-24,1579839,0,1427,4,USD,1.0
1477031,2019-01-16,2019-01-24,1579839,0,81,2,USD,1.0
1478000,2019-01-17,2019-01-23,791855,0,115,2,EUR,0.8775
1478000,2019-01-17,2019-01-23,791855,0,1356,3,EUR,0.8775
1478001,2019-01-17,,1266821,64,1012,4,USD,1.0
1478001,2019-01-17,,1266821,64,54,1,USD,1.0
1478002,2019-01-17,,1469355,50,1545,1,USD,1.0
1478002,2019-01-17,,1469355,50,416,1,USD,1.0
1478002,2019-01-17,,1469355,50,86,5,USD,1.0
1478003,2019-01-17,,375538,10,2172,1,CAD,1.3297
1478003,2019-01-17,,375538,10,54,1,CAD,1.3297
1478003,2019-01-17,,375538,10,1650,1,CAD,1.3297
1478005,2019-01-17,,1509978,51,969,3,USD,1.0
1478006,2019-01-17,2019-01-21,682544,0,452,5,EUR,0.8775
1478007,2019-01-17,2019-01-20,1545927,0,1590,1,USD,1.0
1478007,2019-01-17,2019-01-20,1545927,0,1043,4,USD,1.0
1478007,2019-01-17,2019-01-20,1545927,0,2322,1,USD,1.0
1478007,2019-01-17,2019-01-20,1545927,0,2100,2,USD,1.0
1478008,2019-01-17,2019-01-25,109148,0,437,3,AUD,1.3948
1478008,2019-01-17,2019-01-25,109148,0,1427,1,AUD,1.3948
1478009,2019-01-17,,1438489,47,2051,5,USD,1.0
1478009,2019-01-17,,1438489,47,1510,2,USD,1.0
1478010,2019-01-17,,1479170,48,1681,7,USD,1.0
1478011,2019-01-17,,1936890,51,428,5,USD,1.0
1478011,2019-01-17,,1936890,51,1612,1,USD,1.0
1478011,2019-01-17,,1936890,51,1444,3,USD,1.0
1478011,2019-01-17,,1936890,51,419,2,USD,1.0
1478013,2019-01-17,,312676,8,1245,3,CAD,1.3297
1478013,2019-01-17,,312676,8,126,1,CAD,1.3297
1478015,2019-01-17,,1264100,53,551,6,USD,1.0
1478015,2019-01-17,,1264100,53,124,2,USD,1.0
1478016,2019-01-17,,2045626,64,115,1,USD,1.0
1478017,2019-01-17,2019-01-22,1221220,0,1661,7,USD,1.0
1478017,2019-01-17,2019-01-22,1221220,0,18,2,USD,1.0
1478020,2019-01-17,,1472706,53,652,2,USD,1.0
1478020,2019-01-17,,1472706,53,1745,2,USD,1.0
1478020,2019-01-17,,1472706,53,448,3,USD,1.0
1478022,2019-01-17,,1457391,56,2494,4,USD,1.0
1478023,2019-01-17,,1958005,50,1026,1,USD,1.0
1478023,2019-01-17,,1958005,50,2103,1,USD,1.0
1478023,2019-01-17,,1958005,50,50,4,USD,1.0
1478023,2019-01-17,,1958005,50,1111,1,USD,1.0
1478024,2019-01-17,,1914029,45,100,2,USD,1.0
1478024,2019-01-17,,1914029,45,330,3,USD,1.0
1478025,2019-01-17,2019-01-19,1288469,0,98,7,USD,1.0
1478025,2019-01-17,2019-01-19,1288469,0,1555,2,USD,1.0
1478025,2019-01-17,2019-01-19,1288469,0,191,4,USD,1.0
1478025,2019-01-17,2019-01-19,1288469,0,1570,4,USD,1.0
1478026,2019-01-17,2019-01-21,1458780,0,373,1,USD,1.0
1478026,2019-01-17,2019-01-21,1458780,0,408,1,USD,1.0
1478027,2019-01-17,,447603,23,178,4,EUR,0.8775
1478029,2019-01-17,,1264875,47,1643,1,USD,1.0
1478029,2019-01-17,,1264875,47,464,1,USD,1.0
1478030,2019-01-17,,1528423,51,1447,5,USD,1.0
1478030,2019-01-17,,1528423,51,406,6,USD,1.0
1478031,2019-01-17,,444667,22,1670,3,EUR,0.8775
1478032,2019-01-17,,1107011,42,1561,2,GBP,0.7745
1478032,2019-01-17,,1107011,42,1818,3,GBP,0.7745
1478032,2019-01-17,,1107011,42,686,2,GBP,0.7745
1478033,2019-01-17,,839948,34,1659,6,EUR,0.8775
1478034,2019-01-17,,1780040,54,1667,8,USD,1.0
1478034,2019-01-17,,1780040,54,2095,2,USD,1.0
1478034,2019-01-17,,1780040,54,1859,4,USD,1.0
1478034,2019-01-17,,1780040,54,1554,2,USD,1.0
1479000,2019-01-18,,1303360,43,1409,1,USD,1.0
1479000,2019-01-18,,1303360,43,1518,9,USD,1.0
1479001,2019-01-18,,436081,21,1096,4,EUR,0.877
1479002,2019-01-18,,1877016,63,410,2,USD,1.0
1479002,2019-01-18,,1877016,63,1509,3,USD,1.0
1479002,2019-01-18,,1877016,63,59,2,USD,1.0
1479002,2019-01-18,,1877016,63,8,1,USD,1.0
1479003,2019-01-18,2019-01-22,1202917,0,1987,3,USD,1.0
1479003,2019-01-18,2019-01-22,1202917,0,901,5,USD,1.0
1479003,2019-01-18,2019-01-22,1202917,0,1646,1,USD,1.0
1479003,2019-01-18,2019-01-22,1202917,0,2496,1,USD,1.0
1479003,2019-01-18,2019-01-22,1202917,0,551,1,USD,1.0
1479004,2019-01-18,,1210105,44,173,2,USD,1.0
1479004,2019-01-18,,1210105,44,1653,7,USD,1.0
1479005,2019-01-18,,236161,8,1683,1,CAD,1.3273
1479006,2019-01-18,,1098179,39,1101,3,GBP,0.7729
1479006,2019-01-18,,1098179,39,45,4,GBP,0.7729
1479006,2019-01-18,,1098179,39,620,8,GBP,0.7729
1479007,2019-01-18,,810304,31,1031,1,EUR,0.877
1479008,2019-01-18,,1997694,62,951,3,USD,1.0
1479009,2019-01-18,,730335,30,1706,8,EUR,0.877
1479010,2019-01-18,,866393,31,1523,3,EUR,0.877
1479010,2019-01-18,,866393,31,1140,1,EUR,0.877
1479010,2019-01-18,,866393,31,2082,1,EUR,0.877
1479011,2019-01-18,,2031457,43,94,2,USD,1.0
1479011,2019-01-18,,2031457,43,1677,1,USD,1.0
1479012,2019-01-18,,227281,9,1100,5,CAD,1.3273
1479012,2019-01-18,,227281,9,338,4,CAD,1.3273
1479012,2019-01-18,,227281,9,1574,2,CAD,1.3273
1479013,2019-01-18,,1912515,63,2511,2,USD,1.0
1479014,2019-01-18,2019-01-24,1497151,0,425,7,USD,1.0
1479015,2019-01-18,,2053862,56,1726,2,USD,1.0
1479015,2019-01-18,,2053862,56,1633,1,USD,1.0
1479015,2019-01-18,,2053862,56,1414,4,USD,1.0
1479015,2019-01-18,,2053862,56,1623,3,USD,1.0
1479015,2019-01-18,,2053862,56,2106,4,USD,1.0
1479016,2019-01-18,,565489,20,114,2,EUR,0.877
1479016,2019-01-18,,565489,20,1498,8,EUR,0.877
1479017,2019-01-18,2019-01-20,286879,0,1432,5,CAD,1.3273
1479017,2019-01-18,2019-01-20,286879,0,1307,2,CAD,1.3273
1479018,2019-01-18,,789177,30,1416,2,EUR,0.877
1479018,2019-01-18,,789177,30,1240,1,EUR,0.877
1479018,2019-01-18,,789177,30,1444,2,EUR,0.877
1479019,2019-01-18,,74071,5,356,2,AUD,1.3901
1479020,2019-01-18,,467182,24,1680,8,EUR,0.877
1479021,2019-01-18,,303085,9,1500,1,CAD,1.3273
1479022,2019-01-18,,1044742,36,1651,6,GBP,0.7729
1479022,2019-01-18,,1044742,36,435,2,GBP,0.7729
1479023,2019-01-18,,144080,4,435,1,AUD,1.3901
1479023,2019-01-18,,144080,4,1187,5,AUD,1.3901
1480000,2019-01-19,,1284322,64,1569,1,USD,1.0
1480001,2019-01-19,,1645441,45,1490,10,USD,1.0
1480002,2019-01-19,,473476,27,1516,1,EUR,0.877
1480002,2019-01-19,,473476,27,90,7,EUR,0.877
1480002,2019-01-19,,473476,27,968,2,EUR,0.877
1480002,2019-01-19,,473476,27,448,9,EUR,0.877
1480002,2019-01-19,,473476,27,1622,1,EUR,0.877
1480002,2019-01-19,,473476,27,459,2,EUR,0.877
1480003,2019-01-19,2019-01-23,1101670,0,424,2,GBP,0.7729
1480003,2019-01-19,2019-01-23,1101670,0,1385,5,GBP,0.7729
1480003,2019-01-19,2019-01-23,1101670,0,1535,7,GBP,0.7729
1480004,2019-01-19,2019-01-26,604415,0,2005,7,EUR,0.877
1480004,2019-01-19,2019-01-26,604415,0,395,1,EUR,0.877
1480006,2019-01-19,,1420774,53,503,3,USD,1.0
1480006,2019-01-19,,1420774,53,1602,4,USD,1.0
1480006,2019-01-19,,1420774,53,432,10,USD,1.0
1480006,2019-01-19,,1420774,53,62,6,USD,1.0
1480007,2019-01-19,,1757539,47,46,6,USD,1.0
1480007,2019-01-19,,1757539,47,1750,1,USD,1.0
1480007,2019-01-19,,1757539,47,245,3,USD,1.0
1480008,2019-01-19,,1827243,54,113,2,USD,1.0
1480009,2019-01-19,,1143292,39,696,6,GBP,0.7729
1480009,2019-01-19,,1143292,39,101,1,GBP,0.7729
1480009,2019-01-19,,1143292,39,483,4,GBP,0.7729
1480009,2019-01-19,,1143292,39,1535,9,GBP,0.7729
1480010,2019-01-19,,854579,32,1687,2,EUR,0.877
1480011,2019-01-19,,2081470,49,1340,1,USD,1.0
1480011,2019-01-19,,2081470,49,62,7,USD,1.0
1480012,2019-01-19,,2040328,64,435,2,USD,1.0
1480012,2019-01-19,,2040328,64,805,2,USD,1.0
1480013,2019-01-19,,1566368,48,63,3,USD,1.0
1480013,2019-01-19,,1566368,48,433,5,USD,1.0
1480013,2019-01-19,,1566368,48,829,2,USD,1.0
1480014,2019-01-19,,1385828,59,1365,1,USD,1.0
1480014,2019-01-19,,1385828,59,1414,4,USD,1.0
1480014,2019-01-19,,1385828,59,1505,7,USD,1.0
1480015,2019-01-19,,1353843,43,1650,9,USD,1.0
1480016,2019-01-19,2019-01-23,876685,0,433,4,EUR,0.877
1480017,2019-01-19,,959017,36,2516,3,GBP,0.7729
1480017,2019-01-19,,959017,36,1160,1,GBP,0.7729
1480018,2019-01-19,2019-01-25,391353,0,1423,1,CAD,1.3273
1480018,2019-01-19,2019-01-25,391353,0,2157,6,CAD,1.3273
1480018,2019-01-19,2019-01-25,391353,0,1274,3,CAD,1.3273
1480019,2019-01-19,2019-01-22,778498,0,2096,7,EUR,0.877
1480019,2019-01-19,2019-01-22,778498,0,444,1,EUR,0.877
1480019,2019-01-19,2019-01-22,778498,0,2502,4,EUR,0.877
1480021,2019-01-19,,1792010,51,423,2,USD,1.0
1480021,2019-01-19,,1792010,51,1618,5,USD,1.0
1480022,2019-01-19,,82415,5,61,2,AUD,1.3901
1480022,2019-01-19,,82415,5,1637,2,AUD,1.3901
1480023,2019-01-19,,274765,9,304,2,CAD,1.3273
1480023,2019-01-19,,274765,9,1593,1,CAD,1.3273
1480023,2019-01-19,,274765,9,47,3,CAD,1.3273
1480025,2019-01-19,,1381466,43,2072,5,USD,1.0
1480025,2019-01-19,,1381466,43,1647,6,USD,1.0
1480026,2019-01-19,,1704092,61,416,2,USD,1.0
1480026,2019-01-19,,1704092,61,1307,1,USD,1.0
1480026,2019-01-19,,1704092,61,368,2,USD,1.0
1480026,2019-01-19,,1704092,61,46,4,USD,1.0
1480026,2019-01-19,,1704092,61,1446,4,USD,1.0
1480027,2019-01-19,,314531,8,2021,2,CAD,1.3273
1480027,2019-01-19,,314531,8,1755,2,CAD,1.3273
1480027,2019-01-19,,314531,8,1603,1,CAD,1.3273
1480027,2019-01-19,,314531,8,628,2,CAD,1.3273
1480027,2019-01-19,,314531,8,1580,6,CAD,1.3273
1480027,2019-01-19,,314531,8,456,3,CAD,1.3273
1480028,2019-01-19,,328714,10,70,3,CAD,1.3273
1480029,2019-01-19,,1956080,51,1221,3,USD,1.0
1480030,2019-01-19,,1039050,39,1105,5,GBP,0.7729
1480030,2019-01-19,,1039050,39,1777,1,GBP,0.7729
1480030,2019-01-19,,1039050,39,427,5,GBP,0.7729
1480030,2019-01-19,,1039050,39,435,1,GBP,0.7729
1480031,2019-01-19,,1621469,65,120,1,USD,1.0
1480031,2019-01-19,,1621469,65,1448,2,USD,1.0
1480031,2019-01-19,,1621469,65,1520,2,USD,1.0
1480032,2019-01-19,,1109801,37,961,7,GBP,0.7729
1480032,2019-01-19,,1109801,37,185,6,GBP,0.7729
1480033,2019-01-19,,946857,39,1821,3,GBP,0.7729
1480033,2019-01-19,,946857,39,452,7,GBP,0.7729
1480033,2019-01-19,,946857,39,993,3,GBP,0.7729
1480033,2019-01-19,,946857,39,1593,2,GBP,0.7729
1480033,2019-01-19,,946857,39,2177,7,GBP,0.7729
1480033,2019-01-19,,946857,39,1765,4,GBP,0.7729
1480033,2019-01-19,,946857,39,1352,2,GBP,0.7729
1480034,2019-01-19,,1010245,39,115,5,GBP,0.7729
1480034,2019-01-19,,1010245,39,1485,1,GBP,0.7729
1480034,2019-01-19,,1010245,39,1557,5,GBP,0.7729
1480035,2019-01-19,,2034808,63,1008,5,USD,1.0
1480036,2019-01-19,,624742,18,38,6,EUR,0.877
1480036,2019-01-19,,624742,18,1618,1,EUR,0.877
1480037,2019-01-19,,2043619,57,66,1,USD,1.0
1480038,2019-01-19,,1590518,54,2517,7,USD,1.0
1480038,2019-01-19,,1590518,54,1565,3,USD,1.0
1480039,2019-01-19,,728022,29,30,3,EUR,0.877
1480040,2019-01-19,,1559552,61,363,3,USD,1.0
1481000,2019-01-20,,2022662,57,1276,2,USD,1.0
1481000,2019-01-20,,2022662,57,23,7,USD,1.0
1481001,2019-01-20,,1693813,51,1646,8,USD,1.0
1481001,2019-01-20,,1693813,51,1369,2,USD,1.0
1481002,2019-01-20,,1511165,65,2021,3,USD,1.0
1481002,2019-01-20,,1511165,65,1442,4,USD,1.0
1481003,2019-01-20,,1694264,55,1634,4,USD,1.0
1482000,2019-01-21,,1322428,47,8,2,USD,1.0
1482001,2019-01-21,,1997727,49,431,2,USD,1.0
1482002,2019-01-21,,80155,5,1742,4,AUD,1.3984
1482003,2019-01-21,,1686269,57,1883,2,USD,1.0
1482003,2019-01-21,,1686269,57,1523,7,USD,1.0
1482003,2019-01-21,,1686269,57,1634,2,USD,1.0
1482004,2019-01-21,,1429587,49,1654,10,USD,1.0
1482004,2019-01-21,,1429587,49,1683,8,USD,1.0
1482004,2019-01-21,,1429587,49,1538,1,USD,1.0
1482004,2019-01-21,,1429587,49,1759,1,USD,1.0
1482004,2019-01-21,,1429587,49,1589,6,USD,1.0
1482004,2019-01-21,,1429587,49,1652,1,USD,1.0
1482005,2019-01-21,,1150012,39,1456,2,GBP,0.7772
1482005,2019-01-21,,1150012,39,75,5,GBP,0.7772
1482006,2019-01-21,,1794922,49,387,1,USD,1.0
1482006,2019-01-21,,1794922,49,458,7,USD,1.0
1482006,2019-01-21,,1794922,49,2387,5,USD,1.0
1482007,2019-01-21,,1525193,57,27,3,USD,1.0
1482007,2019-01-21,,1525193,57,439,6,USD,1.0
1482007,2019-01-21,,1525193,57,1529,2,USD,1.0
1482007,2019-01-21,,1525193,57,1596,1,USD,1.0
1482007,2019-01-21,,1525193,57,2103,7,USD,1.0
1482008,2019-01-21,,354485,9,30,4,CAD,1.3305
1482010,2019-01-21,,1353524,62,1286,1,USD,1.0
1482010,2019-01-21,,1353524,62,424,4,USD,1.0
1482010,2019-01-21,,1353524,62,1250,3,USD,1.0
1482011,2019-01-21,,1703807,56,63,7,USD,1.0
1482012,2019-01-21,,1223275,56,6,7,USD,1.0
1482012,2019-01-21,,1223275,56,469,10,USD,1.0
1482013,2019-01-21,2019-01-24,1475761,0,1632,1,USD,1.0
1482013,2019-01-21,2019-01-24,1475761,0,2096,2,USD,1.0
1482015,2019-01-21,,1874014,47,97,1,USD,1.0
1482015,2019-01-21,,1874014,47,241,3,USD,1.0
1482016,2019-01-21,,1224615,63,1399,1,USD,1.0
1482016,2019-01-21,,1224615,63,665,1,USD,1.0
1482016,2019-01-21,,1224615,63,178,1,USD,1.0
1482016,2019-01-21,,1224615,63,1445,4,USD,1.0
1482016,2019-01-21,,1224615,63,156,1,USD,1.0
1482017,2019-01-21,,1764995,61,1599,2,USD,1.0
1482017,2019-01-21,,1764995,61,1457,9,USD,1.0
1482017,2019-01-21,,1764995,61,777,1,USD,1.0
1482018,2019-01-21,2019-01-27,702870,0,2490,10,EUR,0.8801
1483000,2019-01-22,,1545230,64,1608,7,USD,1.0
1483001,2019-01-22,2019-01-24,37802,0,1352,1,AUD,1.4024
1483002,2019-01-22,,1817680,66,1619,2,USD,1.0
1483004,2019-01-22,,667669,17,2033,1,EUR,0.8807
1483004,2019-01-22,,667669,17,2508,8,EUR,0.8807
1483004,2019-01-22,,667669,17,425,2,EUR,0.8807
1483004,2019-01-22,,667669,17,1020,2,EUR,0.8807
1483004,2019-01-22,,667669,17,1649,8,EUR,0.8807
1483004,2019-01-22,,667669,17,2419,3,EUR,0.8807
1483004,2019-01-22,,667669,17,89,4,EUR,0.8807
1483006,2019-01-22,,981407,42,710,3,GBP,0.7751
1483006,2019-01-22,,981407,42,680,1,GBP,0.7751
1483006,2019-01-22,,981407,42,1604,1,GBP,0.7751
1483006,2019-01-22,,981407,42,1676,1,GBP,0.7751
1483006,2019-01-22,,981407,42,1190,1,GBP,0.7751
1483006,2019-01-22,,981407,42,805,2,GBP,0.7751
1483006,2019-01-22,,981407,42,399,1,GBP,0.7751
1483007,2019-01-22,,1807423,57,1409,4,USD,1.0
1483008,2019-01-22,,541598,19,1589,4,EUR,0.8807
1483008,2019-01-22,,541598,19,1597,2,EUR,0.8807
1483009,2019-01-22,,1208128,44,1474,3,USD,1.0
1483010,2019-01-22,,1016260,38,1387,4,GBP,0.7751
1483010,2019-01-22,,1016260,38,2247,2,GBP,0.7751
1483011,2019-01-22,,1566742,59,1622,2,USD,1.0
1483012,2019-01-22,,120398,6,1917,1,AUD,1.4024
1483013,2019-01-22,,420770,27,1743,4,EUR,0.8807
1483013,2019-01-22,,420770,27,347,1,EUR,0.8807
1483014,2019-01-22,2019-01-24,1453427,0,109,5,USD,1.0
1483014,2019-01-22,2019-01-24,1453427,0,2068,2,USD,1.0
1483015,2019-01-22,,585202,27,102,4,EUR,0.8807
1483016,2019-01-22,,1332152,65,64,6,USD,1.0
1483016,2019-01-22,,1332152,65,44,4,USD,1.0
1483018,2019-01-22,,1780349,61,1533,5,USD,1.0
1483018,2019-01-22,,1780349,61,1584,1,USD,1.0
1483018,2019-01-22,,1780349,61,905,9,USD,1.0
1483018,2019-01-22,,1780349,61,1443,3,USD,1.0
1483018,2019-01-22,,1780349,61,1673,3,USD,1.0
1483018,2019-01-22,,1780349,61,2503,1,USD,1.0
1483018,2019-01-22,,1780349,61,1688,1,USD,1.0
1483019,2019-01-22,2019-01-27,424011,0,1662,2,EUR,0.8807
1483019,2019-01-22,2019-01-27,424011,0,1662,7,EUR,0.8807
1483019,2019-01-22,2019-01-27,424011,0,1571,2,EUR,0.8807
1483019,2019-01-22,2019-01-27,424011,0,1652,4,EUR,0.8807
1483020,2019-01-22,,969490,39,1708,10,GBP,0.7751
1483020,2019-01-22,,969490,39,452,6,GBP,0.7751
1483020,2019-01-22,,969490,39,1384,7,GBP,0.7751
1483021,2019-01-22,2019-01-27,1914379,0,188,1,USD,1.0
1483021,2019-01-22,2019-01-27,1914379,0,1566,5,USD,1.0
1483021,2019-01-22,2019-01-27,1914379,0,1492,1,USD,1.0
1483022,2019-01-22,,1300742,64,510,1,USD,1.0
1483022,2019-01-22,,1300742,64,1723,1,USD,1.0
1483022,2019-01-22,,1300742,64,1610,2,USD,1.0
1483022,2019-01-22,,1300742,64,1598,1,USD,1.0
1483023,2019-01-22,,678665,18,1388,5,EUR,0.8807
1483023,2019-01-22,,678665,18,1486,1,EUR,0.8807
1483023,2019-01-22,,678665,18,1662,2,EUR,0.8807
1484000,2019-01-23,,891896,32,106,4,EUR,0.8797
1484000,2019-01-23,,891896,32,416,7,EUR,0.8797
1484000,2019-01-23,,891896,32,147,6,EUR,0.8797
1484000,2019-01-23,,891896,32,1759,7,EUR,0.8797
1484001,2019-01-23,,1303346,64,1635,8,USD,1.0
1484001,2019-01-23,,1303346,64,30,4,USD,1.0
1484002,2019-01-23,,967098,37,1241,3,GBP,0.7672
1484003,2019-01-23,,1044742,36,1793,3,GBP,0.7672
1484004,2019-01-23,,502517,22,2502,1,EUR,0.8797
1484006,2019-01-23,,1702221,66,444,3,USD,1.0
1484006,2019-01-23,,1702221,66,1897,7,USD,1.0
1484008,2019-01-23,,1009587,38,1421,5,GBP,0.7672
1484008,2019-01-23,,1009587,38,446,5,GBP,0.7672
1484008,2019-01-23,,1009587,38,467,3,GBP,0.7672
1484009,2019-01-23,,908105,36,557,1,GBP,0.7672
1484009,2019-01-23,,908105,36,1602,3,GBP,0.7672
1484009,2019-01-23,,908105,36,432,2,GBP,0.7672
1484011,2019-01-23,,624293,18,164,6,EUR,0.8797
1484012,2019-01-23,,1854577,61,418,3,USD,1.0
1484013,2019-01-23,,997846,38,1524,2,GBP,0.7672
1484015,2019-01-23,,1792688,61,1587,1,USD,1.0
1484015,2019-01-23,,1792688,61,419,6,USD,1.0
1484015,2019-01-23,,1792688,61,1728,1,USD,1.0
1484015,2019-01-23,,1792688,61,1413,2,USD,1.0
1484016,2019-01-23,,1803346,66,94,5,USD,1.0
1484017,2019-01-23,,1894779,64,351,2,USD,1.0
1484017,2019-01-23,,1894779,64,87,1,USD,1.0
1484018,2019-01-23,,502406,21,1106,3,EUR,0.8797
1484018,2019-01-23,,502406,21,2013,1,EUR,0.8797
1484018,2019-01-23,,502406,21,430,5,EUR,0.8797
1484019,2019-01-23,,1736019,50,1561,3,USD,1.0
1484019,2019-01-23,,1736019,50,2501,3,USD,1.0
1484020,2019-01-23,2019-01-29,1835849,0,434,1,USD,1.0
1484021,2019-01-23,,533358,22,1467,3,EUR,0.8797
1484021,2019-01-23,,533358,22,11,2,EUR,0.8797
1484025,2019-01-23,,422965,27,2093,3,EUR,0.8797
1484025,2019-01-23,,422965,27,436,2,EUR,0.8797
1484025,2019-01-23,,422965,27,1950,1,EUR,0.8797
1484027,2019-01-23,,1859603,48,594,2,USD,1.0
1484027,2019-01-23,,1859603,48,1643,2,USD,1.0
1484027,2019-01-23,,1859603,48,424,5,USD,1.0
1484028,2019-01-23,,1581788,55,1707,6,USD,1.0
1484029,2019-01-23,,275830,8,102,7,CAD,1.3312
1484030,2019-01-23,,739091,30,1328,3,EUR,0.8797
1484030,2019-01-23,,739091,30,419,10,EUR,0.8797
1484030,2019-01-23,,739091,30,758,3,EUR,0.8797
1484031,2019-01-23,,775239,30,58,1,EUR,0.8797
1484032,2019-01-23,,196921,4,152,5,AUD,1.4018
1484032,2019-01-23,,196921,4,1421,1,AUD,1.4018
1485000,2019-01-24,2019-01-26,1427869,0,1629,5,USD,1.0
1485001,2019-01-24,,1792688,49,401,2,USD,1.0
1485001,2019-01-24,,1792688,49,695,5,USD,1.0
1485001,2019-01-24,,1792688,49,1636,4,USD,1.0
1485002,2019-01-24,,607598,12,1233,2,EUR,0.8818
1485003,2019-01-24,,1659040,56,1678,2,USD,1.0
1485003,2019-01-24,,1659040,56,1156,5,USD,1.0
1485003,2019-01-24,,1659040,56,18,7,USD,1.0
1485003,2019-01-24,,1659040,56,48,2,USD,1.0
1485003,2019-01-24,,1659040,56,1200,8,USD,1.0
1485005,2019-01-24,,845864,32,1354,2,EUR,0.8818
1485005,2019-01-24,,845864,32,688,1,EUR,0.8818
1485006,2019-01-24,,1352935,51,1444,3,USD,1.0
1485006,2019-01-24,,1352935,51,103,2,USD,1.0
1485006,2019-01-24,,1352935,51,503,1,USD,1.0
1485006,2019-01-24,,1352935,51,7,8,USD,1.0
1485006,2019-01-24,,1352935,51,67,2,USD,1.0
1485007,2019-01-24,2019-02-03,731381,0,1516,2,EUR,0.8818
1485007,2019-01-24,2019-02-03,731381,0,1089,3,EUR,0.8818
1485008,2019-01-24,,1718821,47,439,2,USD,1.0
1485008,2019-01-24,,1718821,47,2103,7,USD,1.0
1485008,2019-01-24,,1718821,47,2042,3,USD,1.0
1485009,2019-01-24,,1385568,54,1605,8,USD,1.0
1485010,2019-01-24,,221062,10,1661,2,CAD,1.3367
1485011,2019-01-24,,1545927,56,2500,5,USD,1.0
1485011,2019-01-24,,1545927,56,426,1,USD,1.0
1485011,2019-01-24,,1545927,56,1237,1,USD,1.0
1485011,2019-01-24,,1545927,56,1244,1,USD,1.0
1485011,2019-01-24,,1545927,56,1274,1,USD,1.0
1485011,2019-01-24,,1545927,56,1628,6,USD,1.0
1485013,2019-01-24,2019-01-29,793686,0,1296,6,EUR,0.8818
1485013,2019-01-24,2019-01-29,793686,0,434,2,EUR,0.8818
1485014,2019-01-24,,1940708,54,438,3,USD,1.0
1485016,2019-01-24,,1909649,49,1197,6,USD,1.0
1485017,2019-01-24,2019-01-29,1087790,0,132,1,GBP,0.7679
1485018,2019-01-24,,1548524,51,833,4,USD,1.0
1485018,2019-01-24,,1548524,51,730,8,USD,1.0
1485019,2019-01-24,,413347,19,56,8,EUR,0.8818
